Symbol,Name,Sector,Industry
GNCA,"Genocea Biosciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GHDX,"Genomic Health, Inc.",Health Care,Medical Specialities
GNTX,Gentex Corporation,Capital Goods,Auto Parts:O.E.M.
THRM,Gentherm Inc,Capital Goods,Auto Parts:O.E.M.
GNVC,"GenVec, Inc.",Health Care,Major Pharmaceuticals
GTWN,"Georgetown Bancorp, Inc.",Finance,Major Banks
GEOS,Geospace Technologies Corporation,Capital Goods,Industrial Machinery/Components
GABC,"German American Bancorp, Inc.",Finance,Major Banks
GERN,Geron Corporation,Health Care,Major Pharmaceuticals
GEVO,"Gevo, Inc.",Basic Industries,Major Chemicals
ROCK,"Gibraltar Industries, Inc.",Capital Goods,Steel/Iron Ore
GIGM,GigaMedia Limited,Technology,"Computer Software: Programming, Data Processing"
GIGA,Giga-tronics Incorporated,Capital Goods,Electrical Products
GIII,"G-III Apparel Group, LTD.",Consumer Non-Durables,Apparel
GILT,Gilat Satellite Networks Ltd.,Technology,Radio And Television Broadcasting And Communications Equipment
GILD,"Gilead Sciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GBCI,"Glacier Bancorp, Inc.",Finance,Major Banks
GLAD,Gladstone Capital Corporation,n/a,n/a
GLADO,Gladstone Capital Corporation,n/a,n/a
GOOD,Gladstone Commercial Corporation,Consumer Services,Real Estate
GOODN,Gladstone Commercial Corporation,Consumer Services,Real Estate
GOODO,Gladstone Commercial Corporation,Consumer Services,Real Estate
GOODP,Gladstone Commercial Corporation,Consumer Services,Real Estate
GAIN,Gladstone Investment Corporation,n/a,n/a
GAINO,Gladstone Investment Corporation,n/a,n/a
GAINP,Gladstone Investment Corporation,n/a,n/a
LAND,Gladstone Land Corporation,Consumer Services,Real Estate Investment Trusts
GLBZ,Glen Burnie Bancorp,Finance,Major Banks
GDEF,"Global Defense & National Security Systems, Inc.",Finance,Business Services
ENT,Global Eagle Entertainment Inc.,Consumer Services,Telecommunications Equipment
GBLI,Global Indemnity plc,Finance,Property-Casualty Insurers
GSOL,Global Sources Ltd.,Consumer Services,Advertising
QQQC,Global X China Technology ETF,n/a,n/a
SOCL,Global X Social Media Index ETF,n/a,n/a
GAI,Global-Tech Advanced Innovations Inc.,Consumer Durables,Home Furnishings
GSM,Globe Specialty Metals Inc.,Capital Goods,Metal Fabrications
GBIM,"GlobeImmune, Inc.",Health Care,Major Pharmaceuticals
GLBS,Globus Maritime Limited,Transportation,Marine Transportation
GLRI,Glori Energy Inc,Energy,Oil & Gas Production
GLUU,Glu Mobile Inc.,Technology,EDP Services
GLYC,"GlycoMimetics, Inc.",Health Care,Major Pharmaceuticals
GOGO,Gogo Inc.,Consumer Services,Telecommunications Equipment
GLNG,Golar LNG Limited,Consumer Services,Marine Transportation
GMLP,Golar LNG Partners LP,Consumer Services,Marine Transportation
GLDC,"Golden Enterprises, Inc.",Consumer Non-Durables,Packaged Foods
GBDC,"Golub Capital BDC, Inc.",n/a,n/a
GTIM,Good Times Restaurants Inc.,Consumer Services,Restaurants
GOOG,Google Inc.,Technology,"Computer Software: Programming, Data Processing"
GOOGL,Google Inc.,Technology,"Computer Software: Programming, Data Processing"
GPRO,"GoPro, Inc.",Miscellaneous,Industrial Machinery/Components
GMAN,"Gordmans Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
LOPE,"Grand Canyon Education, Inc.",Consumer Services,Other Consumer Services
GRVY,"GRAVITY Co., Ltd.",Miscellaneous,Business Services
GBSN,"Great Basin Scientific, Inc.",Health Care,Medical/Dental Instruments
GLDD,Great Lakes Dredge & Dock Corporation,Basic Industries,Military/Government/Technical
GSBC,"Great Southern Bancorp, Inc.",Finance,Major Banks
GNBC,"Green Bancorp, Inc.",Finance,Major Banks
GRBK,"Green Brick Partners, Inc.",Capital Goods,Homebuilding
GPRE,"Green Plains, Inc.",Basic Industries,Major Chemicals
GCBC,"Greene County Bancorp, Inc.",Finance,Banks
GLRE,"Greenlight Reinsurance, Ltd.",Finance,Property-Casualty Insurers
GRIF,"Griffin Land & Nurseries, Inc.",Finance,Real Estate
GRFS,"Grifols, S.A.",Health Care,Major Pharmaceuticals
GRPN,"Groupon, Inc.",Technology,Advertising
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,Transportation,Aerospace
GGAL,Grupo Financiero Galicia S.A.,Finance,Commercial Banks
GSIG,"GSI Group, Inc.",Miscellaneous,Industrial Machinery/Components
GSIT,"GSI Technology, Inc.",Technology,Semiconductors
GSVC,GSV Capital Corp,n/a,n/a
GTXI,"GTx, Inc.",Health Care,Major Pharmaceuticals
GBNK,Guaranty Bancorp,Finance,Major Banks
GFED,"Guaranty Federal Bancshares, Inc.",Finance,Major Banks
GUID,"Guidance Software, Inc.",Technology,Computer Software: Prepackaged Software
GULTU,Gulf Coast Ultra Deep Royalty Trust,Energy,Oil & Gas Production
GIFI,"Gulf Island Fabrication, Inc.",Capital Goods,Metal Fabrications
GURE,"Gulf Resources, Inc.",Basic Industries,Major Chemicals
GPOR,Gulfport Energy Corporation,Energy,Oil & Gas Production
GWPH,GW Pharmaceuticals Plc,Health Care,Major Pharmaceuticals
GWGH,"GWG Holdings, Inc",Finance,Life Insurance
GYRO,"Gyrodyne Company of America, Inc.",Consumer Services,Building operators
HEES,"H&E Equipment Services, Inc.",n/a,n/a
HNRG,Hallador Energy Company,Energy,Coal Mining
HALL,"Hallmark Financial Services, Inc.",Finance,Property-Casualty Insurers
HALO,"Halozyme Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HBK,"Hamilton Bancorp, Inc.",Finance,Savings Institutions
HBNK,"Hampden Bancorp, Inc.",Finance,Banks
HMPR,Hampton Roads Bankshares Inc,Finance,Major Banks
HBHC,Hancock Holding Company,Finance,Major Banks
HNH,Handy & Harman Ltd.,Capital Goods,Industrial Specialties
HAFC,Hanmi Financial Corporation,Finance,Major Banks
HNSN,"Hansen Medical, Inc.",Health Care,Industrial Specialties
HQCL,"Hanwha Q CELLS Co., Ltd. ",n/a,n/a
HDNG,"Hardinge, Inc.",Capital Goods,Industrial Machinery/Components
HLIT,Harmonic Inc.,Technology,Radio And Television Broadcasting And Communications Equipment
TINY,"Harris & Harris Group, Inc.",Finance,Finance/Investors Services
HART          ,"Harvard Apparatus Regenerative Technology, Inc.",Health Care,Medical/Dental Instruments
HBIO,"Harvard Bioscience, Inc.",n/a,n/a
HCAP,Harvest Capital Credit Corporation,n/a,n/a
HCAPL,Harvest Capital Credit Corporation,n/a,n/a
HAS,"Hasbro, Inc.",Consumer Non-Durables,Recreational Products/Toys
HA,"Hawaiian Holdings, Inc.",Transportation,Air Freight/Delivery Services
HCOM,"Hawaiian Telcom Holdco, Inc.",Consumer Services,Telecommunications Equipment
HWKN,"Hawkins, Inc.",Consumer Durables,Specialty Chemicals
HWBK,"Hawthorn Bancshares, Inc.",Finance,Major Banks
HAYN,"Haynes International, Inc.",Capital Goods,Steel/Iron Ore
HDS,"HD Supply Holdings, Inc.",Consumer Services,Office Equipment/Supplies/Services
HIIQ,"Health Insurance Innovations, Inc.",Finance,Specialty Insurers
HCSG,"Healthcare Services Group, Inc.",Health Care,Hospital/Nursing Management
HQY,"HealthEquity, Inc.",Miscellaneous,Business Services
HSTM,"HealthStream, Inc.",Technology,"Computer Software: Programming, Data Processing"
HWAY,"Healthways, Inc.",Health Care,Hospital/Nursing Management
HTLD,"Heartland Express, Inc.",Transportation,Trucking Freight/Courier Services
HTLF,"Heartland Financial USA, Inc.",Finance,Major Banks
HTWR,"Heartware International, Inc.",Health Care,Medical/Dental Instruments
HTBX,"Heat Biologics, Inc.",Health Care,Major Pharmaceuticals
HSII,"Heidrick & Struggles International, Inc.",Technology,Diversified Commercial Services
HELE,Helen of Troy Limited,Consumer Durables,Home Furnishings
HMNY,Helios and Matheson Analytics Inc,Consumer Services,Other Consumer Services
HMTV,"Hemisphere Media Group, Inc.",Consumer Services,Television Services
HNNA,"Hennessy Advisors, Inc.",Finance,Investment Managers
HCAC,Hennessy Capital Acquisition Corp.,Capital Goods,Construction/Ag Equipment/Trucks
HCACU,Hennessy Capital Acquisition Corp.,Finance,Investment Managers
HCACW,Hennessy Capital Acquisition Corp.,Capital Goods,Construction/Ag Equipment/Trucks
HSIC,"Henry Schein, Inc.",Health Care,Medical Specialities
HERO,"Hercules Offshore, Inc.",Energy,Oil & Gas Production
HTBK,Heritage Commerce Corp,Finance,Major Banks
HFWA,Heritage Financial Corporation,Finance,Banks
HBOS,Heritage Financial Group,Finance,Savings Institutions
HEOP,Heritage Oaks Bancorp,Finance,Major Banks
HCCI,"Heritage-Crystal Clean, Inc.",Basic Industries,Miscellaneous
MLHR,"Herman Miller, Inc.",Consumer Durables,Office Equipment/Supplies/Services
HRTX,"Heron Therapeutics, Inc.  ",Health Care,Major Pharmaceuticals
HSKA,Heska Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HFFC,HF Financial Corp.,Finance,Savings Institutions
HTWO,HF2 Financial Management Inc.,Finance,Investment Managers
HIBB,"Hibbett Sports, Inc.",Consumer Services,Other Specialty Stores
HPJ,Highpower International Inc,Miscellaneous,Industrial Machinery/Components
HIHO,Highway Holdings Limited,Capital Goods,Metal Fabrications
HIMX,"Himax Technologies, Inc.",Technology,Semiconductors
HIFS,Hingham Institution for Savings,n/a,n/a
HSGX,Histogenics Corporation,Health Care,Industrial Specialties
HMNF,"HMN Financial, Inc.",Finance,Savings Institutions
HMSY,HMS Holdings Corp,Miscellaneous,Business Services
HOLI,"Hollysys Automation Technologies, Ltd.",Energy,Industrial Machinery/Components
HOLX,"Hologic, Inc.",Health Care,Medical Electronics
HBCP,"Home Bancorp, Inc.",Finance,Banks
HOMB,"Home BancShares, Inc.",Finance,Major Banks
HFBL,"Home Federal Bancorp, Inc. of Louisiana",Finance,Savings Institutions
HLSS,"Home Loan Servicing Solutions, Ltd.",Finance,Finance: Consumer Services
AWAY,"HomeAway, Inc.",Technology,EDP Services
HMIN,Homeinns Hotel Group,Consumer Services,Hotels/Resorts
HMST,"HomeStreet, Inc.",Finance,Banks
HTBI,"HomeTrust Bancshares, Inc.",Finance,Savings Institutions
HKTV,Hong Kong Television Network Limited,Public Utilities,Telecommunications Equipment
HOFT,Hooker Furniture Corporation,Consumer Durables,Home Furnishings
HFBC,"HopFed Bancorp, Inc.",Finance,Major Banks
HBNC,Horizon Bancorp (IN),Finance,Major Banks
HZNP,Horizon Pharma plc,Health Care,Major Pharmaceuticals
HRZN,Horizon Technology Finance Corporation,n/a,n/a
ZINC,Horsehead Holding Corp.,Capital Goods,Metal Fabrications
HDP,"Hortonworks, Inc.",Technology,Computer Software: Prepackaged Software
HMHC,Houghton Mifflin Harcourt Company,Consumer Services,Books
HWCC,Houston Wire & Cable Company,Consumer Non-Durables,Telecommunications Equipment
HOVNP,Hovnanian Enterprises Inc,Capital Goods,Homebuilding
HBMD,"Howard Bancorp, Inc.",Finance,Major Banks
HSNI,"HSN, Inc.",Consumer Services,Other Specialty Stores
HUBG,"Hub Group, Inc.",Transportation,Oil Refining/Marketing
HCBK,"Hudson City Bancorp, Inc.",Finance,Banks
HSON,"Hudson Global, Inc.",Technology,Professional Services
HDSN,"Hudson Technologies, Inc.",Consumer Durables,Industrial Specialties
HBAN,Huntington Bancshares Incorporated,Finance,Major Banks
HBANP,Huntington Bancshares Incorporated,Finance,Major Banks
HURC,"Hurco Companies, Inc.",Capital Goods,Industrial Machinery/Components
HURN,Huron Consulting Group Inc.,Consumer Services,Professional Services
HTCH,Hutchinson Technology Incorporated,Capital Goods,Industrial Machinery/Components
HBP,"Huttig Building Products, Inc.",Consumer Services,RETAIL: Building Materials
HDRA,Hydra Industries Acquisition Corp.,Finance,Business Services
HDRAR,Hydra Industries Acquisition Corp.,Finance,Business Services
HDRAU,Hydra Industries Acquisition Corp.,Finance,Business Services
HDRAW,Hydra Industries Acquisition Corp.,Finance,Business Services
HYGS,Hydrogenics Corporation,Basic Industries,Major Chemicals
HPTX,"Hyperion Therapeutics, Inc.",Health Care,Major Pharmaceuticals
IDSY,"I.D. Systems, Inc.",Consumer Durables,Telecommunications Equipment
IACI,IAC/InterActiveCorp,Consumer Services,Other Specialty Stores
IKGH,Iao Kun Group Holding Company Limited,Consumer Services,Services-Misc. Amusement & Recreation
IBKC,IBERIABANK Corporation,Finance,Major Banks
ICAD,icad inc.,Health Care,Medical/Dental Instruments
IEP,Icahn Enterprises L.P.,Energy,Integrated oil Companies
ICFI,"ICF International, Inc.",Consumer Services,Professional Services
ICLR,ICON plc,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ICON,"Iconix Brand Group, Inc.",Consumer Non-Durables,Shoe Manufacturing
ICUI,"ICU Medical, Inc.",Health Care,Medical/Dental Instruments
IPWR,Ideal Power Inc.,Energy,Industrial Machinery/Components
INVE,"Identiv, Inc.",Technology,Computer peripheral equipment
IDRA,"Idera Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IDXX,"IDEXX Laboratories, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
DSKY,iDreamSky Technology Limited,Technology,Computer Software: Prepackaged Software
IROQ,"IF Bancorp, Inc.",Finance,Savings Institutions
IGTE,iGATE Corporation,Technology,EDP Services
IRG,"Ignite Restaurant Group, Inc.",Consumer Services,Restaurants
RXDX,"Ignyta, Inc.",Health Care,Major Pharmaceuticals
IIVI,II-VI Incorporated,Capital Goods,Electronic Components
KANG,"iKang Healthcare Group, Inc.",Health Care,Medical/Nursing Services
IKAN,"Ikanos Communications, Inc.",Public Utilities,Telecommunications Equipment
IKNX,Ikonics Corporation,Miscellaneous,Industrial Machinery/Components
ILMN,"Illumina, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
ISNS,"Image Sensing Systems, Inc.",Capital Goods,Industrial Machinery/Components
IMMR,Immersion Corporation,Technology,Computer peripheral equipment
ICCC,ImmuCell Corporation,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IMDZ,Immune Design Corp.,Health Care,Major Pharmaceuticals
IMNP          ,Immune Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
IMGN,"ImmunoGen, Inc.",Health Care,Major Pharmaceuticals
IMMU,"Immunomedics, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IPXL,"Impax Laboratories, Inc.",Health Care,Major Pharmaceuticals
IMMY,"Imprimis Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
IMRS,Imris Inc,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
INCR,"INC Research Holdings, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
SAAS,"inContact, Inc.",Technology,Computer Software: Prepackaged Software
INCY,Incyte Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch
INDB,Independent Bank Corp.,Finance,Major Banks
IBCP,Independent Bank Corporation,Finance,Major Banks
IBTX,"Independent Bank Group, Inc",Finance,Major Banks
IDSA,"Industrial Services of America, Inc.",Basic Industries,Miscellaneous
INFN,Infinera Corporation,Public Utilities,Telecommunications Equipment
INFI,"Infinity Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
IPCC,Infinity Property and Casualty Corporation,Finance,Property-Casualty Insurers
INFA,Informatica Corporation,Technology,Computer Software: Prepackaged Software
III,"Information Services Group, Inc.",Consumer Services,Professional Services
IFON,InfoSonics Corp,Consumer Non-Durables,Electronic Components
IMKTA,"Ingles Markets, Incorporated",Consumer Services,Food Chains
INWK,"InnerWorkings, Inc.",Consumer Durables,Containers/Packaging
INNL,Innocoll AG,Health Care,Major Pharmaceuticals
INOD,Innodata Inc.,Technology,EDP Services
IPHS,"Innophos Holdings, Inc.",Consumer Durables,Specialty Chemicals
IOSP,Innospec Inc.,Basic Industries,Major Chemicals
ISSC,"Innovative Solutions and Support, Inc.",Technology,EDP Services
INGN,"Inogen, Inc",Health Care,Industrial Specialties
ITEK,Inotek Pharmaceuticals Corporation,n/a,n/a
INOV,"Inovalon Holdings, Inc.",n/a,n/a
INO,"Inovio Pharmaceuticals, Inc.",Health Care,Medical/Dental Instruments
NSIT,"Insight Enterprises, Inc.",Consumer Services,Catalog/Specialty Distribution
ISIG,"Insignia Systems, Inc.",Consumer Services,Advertising
INSM,"Insmed, Inc.",Health Care,Major Pharmaceuticals
IIIN,"Insteel Industries, Inc.",Capital Goods,Steel/Iron Ore
PODD,Insulet Corporation,Health Care,Medical/Dental Instruments
INSY,"Insys Therapeutics, Inc.",Health Care,Major Pharmaceuticals
IART,Integra LifeSciences Holdings Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments
IDTI,"Integrated Device Technology, Inc.",Technology,Semiconductors
IESC,"Integrated Electrical Services, Inc.",Capital Goods,Engineering & Construction
ISSI,"Integrated Silicon Solution, Inc.",Technology,Semiconductors
INTC,Intel Corporation,Technology,Semiconductors
IQNT,"Inteliquent, Inc.",Public Utilities,Telecommunications Equipment
IPCI,Intellipharmaceutics International Inc.,Health Care,Major Pharmaceuticals
IPAR,"Inter Parfums, Inc.",Consumer Non-Durables,Package Goods/Cosmetics
IBKR,"Interactive Brokers Group, Inc.",Finance,Investment Bankers/Brokers/Service
ININ,"Interactive Intelligence Group, Inc.",Technology,Computer Software: Prepackaged Software
ICPT,"Intercept Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
ICLD,"InterCloud Systems, Inc",Miscellaneous,Business Services
ICLDW,"InterCloud Systems, Inc",Miscellaneous,Business Services
IDCC,"InterDigital, Inc.",Miscellaneous,Multi-Sector Companies
TILE,"Interface, Inc.",Consumer Durables,Home Furnishings
IMI,"Intermolecular, Inc.",Technology,Semiconductors
INAP,Internap Corporation,Technology,"Computer Software: Programming, Data Processing"
IBOC,International Bancshares Corporation,Finance,Major Banks
ISCA,International Speedway Corporation,Consumer Services,Services-Misc. Amusement & Recreation
IGLD,Internet Gold Golden Lines Ltd.,Public Utilities,Telecommunications Equipment
IIJI,"Internet Initiative Japan, Inc.",Technology,"Computer Software: Programming, Data Processing"
PTNT,Internet Patents Corporation,Miscellaneous,Business Services
INPH,Interphase Corporation,Technology,Computer Communications Equipment
XENT,"Intersect ENT, Inc.",Health Care,Medical/Dental Instruments
INTX,"Intersections, Inc.",Technology,EDP Services
ISIL,Intersil Corporation,Technology,Semiconductors
IILG,"Interval Leisure Group, Inc.",Finance,Real Estate
IVAC,"Intevac, Inc.",Technology,Industrial Machinery/Components
